type,count,addr,length,ttl,rssi,tick,retry,device_address 
req,1,65535 
res,1,146,2,7,-96,38,0,30:c6:f7:15:43:36 
req,2,65535 
res,2,146,2,7,-99,139,0,30:c6:f7:15:43:36 
req,3,65535 
res,3,146,2,6,-88,140,0,30:c6:f7:15:43:36 
req,4,65535 
res,4,146,2,6,-86,145,0,30:c6:f7:15:43:36 
req,5,65535 
res,5,146,2,6,-90,140,0,30:c6:f7:15:43:36 
req,6,65535 
res,6,146,2,6,-84,139,0,30:c6:f7:15:43:36 
req,7,65535 
res,7,146,2,6,-86,143,0,30:c6:f7:15:43:36 
req,8,65535 
res,8,146,2,6,-91,141,0,30:c6:f7:15:43:36 
req,9,65535 
res,9,146,2,6,-85,141,0,30:c6:f7:15:43:36 
req,10,65535 
res,10,146,2,6,-85,134,0,30:c6:f7:15:43:36 
req,11,65535 
res,11,146,2,6,-94,135,0,30:c6:f7:15:43:36 
req,12,65535 
res,12,146,2,6,-95,135,0,30:c6:f7:15:43:36 
req,13,65535 
res,13,146,2,6,-90,139,0,30:c6:f7:15:43:36 
req,14,65535 
res,14,146,2,6,-84,133,0,30:c6:f7:15:43:36 
req,15,65535 
res,15,146,2,6,-91,136,0,30:c6:f7:15:43:36 
req,16,65535 
res,16,146,2,6,-97,135,0,30:c6:f7:15:43:36 
req,17,65535 
res,17,146,2,6,-89,135,0,30:c6:f7:15:43:36 
req,18,65535 
res,18,146,2,6,-91,137,0,30:c6:f7:15:43:36 
req,19,65535 
res,19,146,2,6,-96,141,0,30:c6:f7:15:43:36 
req,20,65535 
res,20,146,2,6,-84,142,0,30:c6:f7:15:43:36 
req,21,65535 
res,21,146,2,6,-84,139,0,30:c6:f7:15:43:36 
req,22,65535 
res,22,146,2,6,-90,135,0,30:c6:f7:15:43:36 
req,23,65535 
res,23,146,2,6,-91,137,0,30:c6:f7:15:43:36 
req,24,65535 
res,24,146,2,6,-84,141,0,30:c6:f7:15:43:36 
req,25,65535 
res,25,146,2,7,-97,132,0,30:c6:f7:15:43:36 
req,26,65535 
res,26,146,2,7,-100,132,0,30:c6:f7:15:43:36 
req,27,65535 
res,27,146,2,6,-89,137,0,30:c6:f7:15:43:36 
req,28,65535 
req,28,65535 
res,28,146,2,6,-97,39,1,30:c6:f7:15:43:36 
req,29,65535 
res,29,146,2,6,-98,136,0,30:c6:f7:15:43:36 
req,30,65535 
res,30,146,2,6,-90,147,0,30:c6:f7:15:43:36 
req,31,65535 
res,31,146,2,6,-85,141,0,30:c6:f7:15:43:36 
req,32,65535 
res,32,146,2,7,-95,134,0,30:c6:f7:15:43:36 
req,33,65535 
res,33,146,2,6,-85,135,0,30:c6:f7:15:43:36 
req,34,65535 
res,34,146,2,6,-91,141,0,30:c6:f7:15:43:36 
req,35,65535 
res,35,146,2,6,-85,143,0,30:c6:f7:15:43:36 
req,36,65535 
res,36,146,2,6,-100,137,0,30:c6:f7:15:43:36 
req,37,65535 
res,37,146,2,6,-89,137,0,30:c6:f7:15:43:36 
req,38,65535 
res,38,146,2,6,-89,135,0,30:c6:f7:15:43:36 
req,39,65535 
res,39,146,2,7,-98,139,0,30:c6:f7:15:43:36 
req,40,65535 
res,40,146,2,6,-100,139,0,30:c6:f7:15:43:36 
req,41,65535 
res,41,146,2,6,-98,134,0,30:c6:f7:15:43:36 
req,42,65535 
res,42,146,2,6,-97,137,0,30:c6:f7:15:43:36 
req,43,65535 
res,43,146,2,6,-96,142,0,30:c6:f7:15:43:36 
req,44,65535 
res,44,146,2,6,-85,142,0,30:c6:f7:15:43:36 
req,45,65535 
res,45,146,2,7,-100,139,0,30:c6:f7:15:43:36 
req,46,65535 
res,46,146,2,6,-98,136,0,30:c6:f7:15:43:36 
req,47,65535 
res,47,146,2,6,-90,142,0,30:c6:f7:15:43:36 
req,48,65535 
res,48,146,2,6,-90,134,0,30:c6:f7:15:43:36 
req,49,65535 
res,49,146,2,6,-91,149,0,30:c6:f7:15:43:36 
req,50,65535 
res,50,146,2,7,-96,132,0,30:c6:f7:15:43:36 
req,51,65535 
res,51,146,2,6,-96,135,0,30:c6:f7:15:43:36 
req,52,65535 
res,52,146,2,6,-91,143,0,30:c6:f7:15:43:36 
req,53,65535 
res,53,146,2,7,-95,140,0,30:c6:f7:15:43:36 
req,54,65535 
res,54,146,2,7,-97,136,0,30:c6:f7:15:43:36 
req,55,65535 
res,55,146,2,6,-85,147,0,30:c6:f7:15:43:36 
req,56,65535 
res,56,146,2,6,-98,139,0,30:c6:f7:15:43:36 
req,57,65535 
res,57,146,2,7,-98,132,0,30:c6:f7:15:43:36 
req,58,65535 
res,58,146,2,7,-97,133,0,30:c6:f7:15:43:36 
req,59,65535 
res,59,146,2,6,-99,135,0,30:c6:f7:15:43:36 
req,60,65535 
res,60,146,2,7,-97,135,0,30:c6:f7:15:43:36 
req,61,65535 
res,61,146,2,6,-85,137,0,30:c6:f7:15:43:36 
req,62,65535 
res,62,146,2,6,-91,138,0,30:c6:f7:15:43:36 
req,63,65535 
res,63,146,2,6,-97,147,0,30:c6:f7:15:43:36 
req,64,65535 
res,64,146,2,7,-101,133,0,30:c6:f7:15:43:36 
req,65,65535 
res,65,146,2,6,-89,139,0,30:c6:f7:15:43:36 
req,66,65535 
res,66,146,2,6,-93,144,0,30:c6:f7:15:43:36 
req,67,65535 
res,67,146,2,6,-97,139,0,30:c6:f7:15:43:36 
req,68,65535 
res,68,146,2,6,-90,134,0,30:c6:f7:15:43:36 
req,69,65535 
res,69,146,2,7,-102,140,0,30:c6:f7:15:43:36 
req,70,65535 
res,70,146,2,6,-97,136,0,30:c6:f7:15:43:36 
req,71,65535 
res,71,146,2,6,-84,138,0,30:c6:f7:15:43:36 
req,72,65535 
res,72,146,2,6,-98,140,0,30:c6:f7:15:43:36 
req,73,65535 
res,73,146,2,6,-90,138,0,30:c6:f7:15:43:36 
req,74,65535 
res,74,146,2,6,-99,142,0,30:c6:f7:15:43:36 
req,75,65535 
res,75,146,2,6,-90,139,0,30:c6:f7:15:43:36 
req,76,65535 
res,76,146,2,6,-90,138,0,30:c6:f7:15:43:36 
req,77,65535 
res,77,146,2,7,-99,139,0,30:c6:f7:15:43:36 
req,78,65535 
res,78,146,2,7,-97,134,0,30:c6:f7:15:43:36 
req,79,65535 
res,79,146,2,6,-96,134,0,30:c6:f7:15:43:36 
req,80,65535 
res,80,146,2,7,-99,136,0,30:c6:f7:15:43:36 
req,81,65535 
res,81,146,2,6,-96,133,0,30:c6:f7:15:43:36 
req,82,65535 
res,82,146,2,7,-97,141,0,30:c6:f7:15:43:36 
req,83,65535 
res,83,146,2,6,-97,135,0,30:c6:f7:15:43:36 
req,84,65535 
res,84,146,2,6,-85,138,0,30:c6:f7:15:43:36 
req,85,65535 
res,85,146,2,6,-84,139,0,30:c6:f7:15:43:36 
req,86,65535 
req,86,65535 
res,86,146,2,6,-90,39,1,30:c6:f7:15:43:36 
req,87,65535 
res,87,146,2,6,-84,143,0,30:c6:f7:15:43:36 
req,88,65535 
req,88,65535 
res,88,146,2,6,-90,40,1,30:c6:f7:15:43:36 
req,89,65535 
res,89,146,2,6,-90,141,0,30:c6:f7:15:43:36 
req,90,65535 
res,90,146,2,6,-97,138,0,30:c6:f7:15:43:36 
req,91,65535 
res,91,146,2,6,-90,138,0,30:c6:f7:15:43:36 
req,92,65535 
res,92,146,2,7,-96,137,0,30:c6:f7:15:43:36 
req,93,65535 
res,93,146,2,7,-105,135,0,30:c6:f7:15:43:36 
req,94,65535 
res,94,146,2,6,-96,136,0,30:c6:f7:15:43:36 
req,95,65535 
