recv,1,11,6,-77,164,"2023-06-24T06:08:46.780Z",1687586926780
recv,2,11,6,-92,164,"2023-06-24T06:08:51.285Z",1687586931285
recv,3,11,6,-82,164,"2023-06-24T06:08:52.607Z",1687586932607
recv,4,11,6,-78,164,"2023-06-24T06:08:54.216Z",1687586934216
recv,5,11,6,-81,164,"2023-06-24T06:08:55.830Z",1687586935830
recv,6,11,6,-91,164,"2023-06-24T06:08:57.397Z",1687586937397
recv,7,11,6,-83,164,"2023-06-24T06:08:59.048Z",1687586939048
recv,8,11,6,-77,164,"2023-06-24T06:09:04.030Z",1687586944030
recv,9,11,6,-84,164,"2023-06-24T06:09:05.337Z",1687586945337
recv,10,11,6,-82,164,"2023-06-24T06:09:06.891Z",1687586946891
recv,11,11,6,-78,164,"2023-06-24T06:09:08.498Z",1687586948498
recv,12,11,6,-81,164,"2023-06-24T06:09:10.107Z",1687586950107
recv,13,11,6,-83,164,"2023-06-24T06:09:11.631Z",1687586951631
recv,14,11,6,-84,164,"2023-06-24T06:09:13.206Z",1687586953206
recv,15,11,6,-77,164,"2023-06-24T06:09:14.697Z",1687586954697
recv,16,11,6,-83,164,"2023-06-24T06:09:16.271Z",1687586956271
recv,17,11,6,-82,164,"2023-06-24T06:09:17.857Z",1687586957857
recv,18,11,6,-93,164,"2023-06-24T06:09:19.496Z",1687586959496
recv,19,11,6,-78,164,"2023-06-24T06:09:21.048Z",1687586961048
recv,20,11,6,-78,164,"2023-06-24T06:09:22.641Z",1687586962641
recv,21,11,6,-94,164,"2023-06-24T06:09:24.306Z",1687586964306
recv,22,11,6,-81,164,"2023-06-24T06:09:25.876Z",1687586965876
recv,23,11,6,-81,164,"2023-06-24T06:09:27.516Z",1687586967516
recv,24,11,6,-94,164,"2023-06-24T06:09:29.095Z",1687586969095
recv,25,11,6,-93,164,"2023-06-24T06:09:30.673Z",1687586970673
recv,26,11,6,-83,164,"2023-06-24T06:09:32.257Z",1687586972257
recv,27,11,6,-81,164,"2023-06-24T06:09:33.784Z",1687586973784
recv,28,11,6,-82,164,"2023-06-24T06:09:35.351Z",1687586975351
recv,29,11,6,-78,164,"2023-06-24T06:09:36.909Z",1687586976909
recv,30,11,6,-88,164,"2023-06-24T06:09:38.441Z",1687586978441
recv,31,11,6,-79,164,"2023-06-24T06:09:43.013Z",1687586983013
recv,32,11,6,-81,164,"2023-06-24T06:09:44.567Z",1687586984567
recv,33,11,6,-88,164,"2023-06-24T06:09:46.077Z",1687586986077
recv,34,11,6,-84,164,"2023-06-24T06:09:50.760Z",1687586990760
recv,35,11,5,-80,164,"2023-06-24T06:09:52.390Z",1687586992390
recv,36,11,6,-82,164,"2023-06-24T06:09:53.916Z",1687586993916
recv,37,11,6,-83,164,"2023-06-24T06:09:55.436Z",1687586995436
recv,38,11,6,-85,164,"2023-06-24T06:09:56.996Z",1687586996996
recv,39,11,6,-82,164,"2023-06-24T06:09:58.575Z",1687586998575
recv,40,11,6,-85,164,"2023-06-24T06:10:00.133Z",1687587000133
recv,41,11,6,-82,164,"2023-06-24T06:10:01.716Z",1687587001716
recv,42,11,6,-82,164,"2023-06-24T06:10:03.294Z",1687587003294
